category,title,director,image_director,cast1,image_cast1,cast2,image_cast2,cast3,image_cast3,image_title
Oscar,The Hurt Locker,Kathryn Bigelow,https://image.tmdb.org/t/p/w500/llfsTIvItT7IEmX5qK1qUX0dbqc.jpg,Jeremy Renner,https://image.tmdb.org/t/p/w500/yB84D1neTYXfWBaV0QOE9RF2VCu.jpg,Anthony Mackie,https://image.tmdb.org/t/p/w500/eZSIDrtTzhvabyjrmIITQLsjx8h.jpg,Brian Geraghty,https://image.tmdb.org/t/p/w500/4sqeUc4xYyzQ3Qpl5oxlQBTAAQk.jpg,https://image.tmdb.org/t/p/w500/io2dfBJhasvGbgkCX9cCGVOiA99.jpg
Oscar,Silver Linings Playbook,David O. Russell,https://image.tmdb.org/t/p/w500/59rXnJS4g5dUr1Hz8QNLo5epD2a.jpg,Bradley Cooper,https://image.tmdb.org/t/p/w500/DPnessSsWqVXRbKm93PtMjB4Us.jpg,Jennifer Lawrence,https://image.tmdb.org/t/p/w500/k6CsASaySnS3ag0Y2Ns2vqPahVn.jpg,Robert De Niro,https://image.tmdb.org/t/p/w500/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,https://image.tmdb.org/t/p/w500/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg
Oscar,Dallas Buyers Club,Jean-Marc Vallée,https://image.tmdb.org/t/p/w500/1XSpEx5n88rlOsdcNqXYvnDrx44.jpg,Matthew McConaughey,https://image.tmdb.org/t/p/w500/lCySuYjhXix3FzQdS4oceDDrXKI.jpg,Jennifer Garner,https://image.tmdb.org/t/p/w500/ftymEXqdTnXfaI6dGd9qrJoFOSE.jpg,Jared Leto,https://image.tmdb.org/t/p/w500/aNUvy7cpa78NRjCvHi5vYuNJRtj.jpg,https://image.tmdb.org/t/p/w500/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg
Oscar,Still Alice,Richard Glatzer,https://image.tmdb.org/t/p/w500/mNmbyjSPyeV1KFqCzFFVof1VZTH.jpg,Julianne Moore,https://image.tmdb.org/t/p/w500/3YF19rWusxWfEI59ZM33dFhasRq.jpg,Kate Bosworth,https://image.tmdb.org/t/p/w500/wpVf6UcYpUiGn80vDueW9ulgTpQ.jpg,Shane McRae,https://image.tmdb.org/t/p/w500/ixNSdZDJ6fZzZc2Pdx4Dwr8wHir.jpg,https://image.tmdb.org/t/p/w500/MeJJCT1o87j7D0mR3yQs4s4PIA.jpg
Oscar,The Revenant,Alejandro González Iñárritu,https://image.tmdb.org/t/p/w500/Av0jewh8wltCl1CB8MfEIrvgfMZ.jpg,Leonardo DiCaprio,https://image.tmdb.org/t/p/w500/ts9l18VkDSooRGDWIeQegNVHciC.jpg,Tom Hardy,https://image.tmdb.org/t/p/w500/d81K0RH8UX7tZj49tZaQhZ9ewH.jpg,Domhnall Gleeson,https://image.tmdb.org/t/p/w500/uDbwncuKlqL0fAuucXSvgakJDrc.jpg,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
Oscar,Room,Lenny Abrahamson,https://image.tmdb.org/t/p/w500/tQYjfuxoZW9JrMqdiIdZMc9OEnR.jpg,Brie Larson,https://image.tmdb.org/t/p/w500/xSGvMwNNJcEQvVcjiIUTyxyMfkZ.jpg,Jacob Tremblay,https://image.tmdb.org/t/p/w500/h8CXDp86Y36CUENF4SXJq5ZRTsf.jpg,Joan Allen,https://image.tmdb.org/t/p/w500/2w40UhN3WoW9G9EkLzhDcfF3t9W.jpg,https://image.tmdb.org/t/p/w500/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg
Oscar,The Revenant,Alejandro González Iñárritu,https://image.tmdb.org/t/p/w500/Av0jewh8wltCl1CB8MfEIrvgfMZ.jpg,Leonardo DiCaprio,https://image.tmdb.org/t/p/w500/ts9l18VkDSooRGDWIeQegNVHciC.jpg,Tom Hardy,https://image.tmdb.org/t/p/w500/d81K0RH8UX7tZj49tZaQhZ9ewH.jpg,Domhnall Gleeson,https://image.tmdb.org/t/p/w500/uDbwncuKlqL0fAuucXSvgakJDrc.jpg,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
Oscar,Manchester by the Sea,Kenneth Lonergan,https://image.tmdb.org/t/p/w500/3QyZJSKOM4LJrGBu0vTqzSOdKGt.jpg,Casey Affleck,https://image.tmdb.org/t/p/w500/vD5MtCjHPHpmU9XNn74EPGMHT7o.jpg,Lucas Hedges,https://image.tmdb.org/t/p/w500/8WP1uXUwm6Z1vzrMaIiKj89M6kX.jpg,Michelle Williams,https://image.tmdb.org/t/p/w500/jn3BVMVbIptz2gc6Fhxo1qwJVvW.jpg,https://image.tmdb.org/t/p/w500/o9VXYOuaJxCEKOxbA86xqtwmqYn.jpg
Oscar,La La Land,Damien Chazelle,https://image.tmdb.org/t/p/w500/14kRZ3XxNMyBv717YQSXr3wCucy.jpg,Ryan Gosling,https://image.tmdb.org/t/p/w500/lyUyVARQKhGxaxy0FbPJCQRpiaW.jpg,Emma Stone,https://image.tmdb.org/t/p/w500/8NwSfyYWIIUE1cI9Xhz92b0w7WD.jpg,John Legend,https://image.tmdb.org/t/p/w500/5HUGMf3Lf88IisKr2Av3kSdVoLL.jpg,https://image.tmdb.org/t/p/w500/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg
Oscar,La La Land,Damien Chazelle,https://image.tmdb.org/t/p/w500/14kRZ3XxNMyBv717YQSXr3wCucy.jpg,Ryan Gosling,https://image.tmdb.org/t/p/w500/lyUyVARQKhGxaxy0FbPJCQRpiaW.jpg,Emma Stone,https://image.tmdb.org/t/p/w500/8NwSfyYWIIUE1cI9Xhz92b0w7WD.jpg,John Legend,https://image.tmdb.org/t/p/w500/5HUGMf3Lf88IisKr2Av3kSdVoLL.jpg,https://image.tmdb.org/t/p/w500/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg
Oscar,Darkest Hour,Joe Wright,https://image.tmdb.org/t/p/w500/1qA8HudSIwIr7ZdxwfQAgubsDO.jpg,Gary Oldman,https://image.tmdb.org/t/p/w500/2v9FVVBUrrkW2m3QOcYkuhq9A6o.jpg,Kristin Scott Thomas,https://image.tmdb.org/t/p/w500/axksw0vAjBPSW02ZqpcC0V8rPD7.jpg,Ben Mendelsohn,https://image.tmdb.org/t/p/w500/pA9mu9D2IolVA0v2Yo0tJm6uUyI.jpg,https://image.tmdb.org/t/p/w500/xa6G3aKlysQeVg9wOb0dRcIGlWu.jpg
Oscar,Bohemian Rhapsody,Bryan Singer,https://image.tmdb.org/t/p/w500/to8mWJabPoWkphkbYKoutCVSj06.jpg,Rami Malek,https://image.tmdb.org/t/p/w500/ewr46CGOdsx5NzAJdIzEBz2yIQh.jpg,Gwilym Lee,https://image.tmdb.org/t/p/w500/bHSmjJLJyrg5Q0tC0W2FFreuOnO.jpg,Ben Hardy,https://image.tmdb.org/t/p/w500/b20ijbr2tbqlGvqZgkCpNZ5AYvS.jpg,https://image.tmdb.org/t/p/w500/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg
Oscar,Roma,Alfonso Cuarón,https://image.tmdb.org/t/p/w500/eoCHiXaQzGgx9RiwXnt3k239FLc.jpg,Yalitza Aparicio,https://image.tmdb.org/t/p/w500/iQLB2rjtehlI0B02ocs2XuGvvEc.jpg,Marina de Tavira,https://image.tmdb.org/t/p/w500/rGGjW1UnUL1Q4TGlfRL3W5yuyq1.jpg,Diego Cortina Autrey,https://image.tmdb.org/t/p/w500/sjk18uMlWDEW1SghHtYOckS2Bmm.jpg,https://image.tmdb.org/t/p/w500/dtIIyQyALk57ko5bjac7hi01YQ.jpg
Oscar,Joker,Todd Phillips,https://image.tmdb.org/t/p/w500/A6FPht87DiqXzp456WjakLi2AtP.jpg,Joaquin Phoenix,https://image.tmdb.org/t/p/w500/u38k3hQBDwNX0VA22aQceDp9Iyv.jpg,Robert De Niro,https://image.tmdb.org/t/p/w500/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,Zazie Beetz,https://image.tmdb.org/t/p/w500/ijrT4pvALvxU0gphea4YxDnDh6e.jpg,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
Oscar,Judy,Rupert Goold,https://image.tmdb.org/t/p/w500/l2B4YBQtkycR4bshIYvoZrL0x7t.jpg,Renée Zellweger,https://image.tmdb.org/t/p/w500/iNnPqkEF0hPWhmWpjyuLuUdbKN8.jpg,Jessie Buckley,https://image.tmdb.org/t/p/w500/jKhDQOMVQ1JP4gaUXCQg75gvsrm.jpg,Finn Wittrock,https://image.tmdb.org/t/p/w500/gwGMGTmli0uBF7eAhhXePWhYNFJ.jpg,https://image.tmdb.org/t/p/w500/iqJhHjD6k6T07waELjMKDpQJUP.jpg
Oscar,Parasite,Charles Band,https://image.tmdb.org/t/p/w500/mfTZ5yBOLqxdJ4YG0kHaA5rY0G4.jpg,Robert Glaudini,https://image.tmdb.org/t/p/w500/gVKkqhEWNMalqoMWpNESbEL5gMz.jpg,Demi Moore,https://image.tmdb.org/t/p/w500/gPgZSodybMFBodw7nKRTALONIr2.jpg,Luca Bercovici,https://image.tmdb.org/t/p/w500/6iEWQqsNTarMHLYbM1HPXSYoBk3.jpg,https://image.tmdb.org/t/p/w500/krhU4toMvIVgZXZIyrlpuW1DwP9.jpg
Oscar,The Father,Florian Zeller,https://image.tmdb.org/t/p/w500/e2koSVDhNPlENZ7zRZq2eyC3A7y.jpg,Anthony Hopkins,https://image.tmdb.org/t/p/w500/9ukJS2QWTJ22HcwR1ktMmoJ6RSL.jpg,Olivia Colman,https://image.tmdb.org/t/p/w500/1KTXGJaqWRnsoA6qeaUa7U2zkHL.jpg,Mark Gatiss,https://image.tmdb.org/t/p/w500/jf6vBlhsDbKR8N3rjl5ulqz9ltB.jpg,https://image.tmdb.org/t/p/w500/xxHNaCMycynHMKdEZHHQCzaPbZl.jpg
Oscar,King Richard,Reinaldo Marcus Green,https://image.tmdb.org/t/p/w500/4QYHfAHH2Vatsm1KoF8cXtl47jo.jpg,Will Smith,https://image.tmdb.org/t/p/w500/1QqaRZ8neYlqLx7ODZC4as47wUV.jpg,Aunjanue Ellis-Taylor,https://image.tmdb.org/t/p/w500/e54DfgDyS67xdtomYODFule6Ofa.jpg,Saniyya Sidney,https://image.tmdb.org/t/p/w500/3GO94ImDSWeFiBIkKpghkcjz0Fk.jpg,https://image.tmdb.org/t/p/w500/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg
Oscar,The Power of the Dog,Jane Campion,https://image.tmdb.org/t/p/w500/zAkrfMl6m940Ja46ofWaM94gTNj.jpg,Benedict Cumberbatch,https://image.tmdb.org/t/p/w500/fBEucxECxGLKVHBznO0qHtCGiMO.jpg,Kodi Smit-McPhee,https://image.tmdb.org/t/p/w500/sesCWba9NwPDYDZzbVLs7OgLOti.jpg,Kirsten Dunst,https://image.tmdb.org/t/p/w500/5dI5s8Oq2Ook5PFzTWMW6DCXVjm.jpg,https://image.tmdb.org/t/p/w500/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg
Oscar,The Whale,Darren Aronofsky,https://image.tmdb.org/t/p/w500/tOjz8mVI2HeQBvU6KNjIExMBsXL.jpg,Brendan Fraser,https://image.tmdb.org/t/p/w500/tFj5PaWWQbb8rHBBhu1EHklznph.jpg,Sadie Sink,https://image.tmdb.org/t/p/w500/vo5x9GRs2vT47LNb1HZvKUEsk8C.jpg,Ty Simpkins,https://image.tmdb.org/t/p/w500/8FyJcMFmPdCSfz2Zc5ZcAKrIorj.jpg,https://image.tmdb.org/t/p/w500/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg
Oscar,Everything Everywhere All at Once,Daniel Scheinert,https://image.tmdb.org/t/p/w500/rb59IHeLhmyBgTeBH5LGXXIt3Y8.jpg,Michelle Yeoh,https://image.tmdb.org/t/p/w500/nrbHNzSMydpWK9um5VqWIFJihB5.jpg,Stephanie Hsu,https://image.tmdb.org/t/p/w500/8gb3lfIHKQAGOQyeC4ynQPsCiHr.jpg,Ke Huy Quan,https://image.tmdb.org/t/p/w500/5PfYVcNLs1gGKIo0qwJrvyc2UOZ.jpg,https://image.tmdb.org/t/p/w500/u68AjlvlutfEIcpmbYpKcdi09ut.jpg
Oscar,Everything Everywhere All at Once,Daniel Scheinert,https://image.tmdb.org/t/p/w500/rb59IHeLhmyBgTeBH5LGXXIt3Y8.jpg,Michelle Yeoh,https://image.tmdb.org/t/p/w500/nrbHNzSMydpWK9um5VqWIFJihB5.jpg,Stephanie Hsu,https://image.tmdb.org/t/p/w500/8gb3lfIHKQAGOQyeC4ynQPsCiHr.jpg,Ke Huy Quan,https://image.tmdb.org/t/p/w500/5PfYVcNLs1gGKIo0qwJrvyc2UOZ.jpg,https://image.tmdb.org/t/p/w500/u68AjlvlutfEIcpmbYpKcdi09ut.jpg
Oscar,Oppenheimer,Christopher Nolan,https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,Cillian Murphy,https://image.tmdb.org/t/p/w500/llkbyWKwpfowZ6C8peBjIV9jj99.jpg,Emily Blunt,https://image.tmdb.org/t/p/w500/5nCSG5TL1bP1geD8aaBfaLnLLCD.jpg,Matt Damon,https://image.tmdb.org/t/p/w500/At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg
Oscar,Oppenheimer,Christopher Nolan,https://image.tmdb.org/t/p/w500/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,Cillian Murphy,https://image.tmdb.org/t/p/w500/llkbyWKwpfowZ6C8peBjIV9jj99.jpg,Emily Blunt,https://image.tmdb.org/t/p/w500/5nCSG5TL1bP1geD8aaBfaLnLLCD.jpg,Matt Damon,https://image.tmdb.org/t/p/w500/At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg
palme_dor,The Umbrellas of Cherbourg,Jacques Demy,https://image.tmdb.org/t/p/w500/qfCV7ckQ2XjsAgDRzvJ2PCRAzAE.jpg,Catherine Deneuve,https://image.tmdb.org/t/p/w500/5fb1Y00GV9t5vBSzt3flYqcXbZS.jpg,Nino Castelnuovo,https://image.tmdb.org/t/p/w500/u2XPc8JmLrQ4Bd4j7gek42Y9wUl.jpg,Anne Vernon,https://image.tmdb.org/t/p/w500/AdcPTUEEf6x8fcFMEvWC5RYn9Oy.jpg,https://image.tmdb.org/t/p/w500/tAgTf64XKK5ir7w5C7dnB53jWWG.jpg
palme_dor,The Conversation,Francis Ford Coppola,https://image.tmdb.org/t/p/w500/IwGgkmW6IoJ9vuNF0T9CU3FYUX.jpg,Gene Hackman,https://image.tmdb.org/t/p/w500/xPmETCv0APDoIK5CvIIJwbTcjPA.jpg,John Cazale,https://image.tmdb.org/t/p/w500/7uKBc2BVbLlAiHuSdfioe1OUnCX.jpg,Allen Garfield,https://image.tmdb.org/t/p/w500/ulEtEH21T9CsqsvmDX1E8Veu5Bc.jpg,https://image.tmdb.org/t/p/w500/dHqVBwcv1SGymOpUueRoKzcmdes.jpg
palme_dor,Taxi Driver,Martin Scorsese,https://image.tmdb.org/t/p/w500/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,Robert De Niro,https://image.tmdb.org/t/p/w500/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,Jodie Foster,https://image.tmdb.org/t/p/w500/resiaRfWvj4N84TgJi9DPOafCpq.jpg,Cybill Shepherd,https://image.tmdb.org/t/p/w500/rGQPc8h9Im5RalTrkbpZZcr4Zd9.jpg,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
palme_dor,Missing,Nicholas D. Johnson,https://image.tmdb.org/t/p/w500/732kyzSzHy7cTDKFWzlgqQA4nnV.jpg,Storm Reid,https://image.tmdb.org/t/p/w500/c5ld0nVHZ2dv25Jhn5DpXwTlXyH.jpg,Joaquim de Almeida,https://image.tmdb.org/t/p/w500/muXJn8kTEPxJaetkgCyS8RPEzTC.jpg,Ken Leung,https://image.tmdb.org/t/p/w500/hpatUP6u74gkpDRmn9voNY9V43O.jpg,https://image.tmdb.org/t/p/w500/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg
palme_dor,"Sex, Lies, and Videotape",Steven Soderbergh,https://image.tmdb.org/t/p/w500/y8JlSDcQzd7gAaKyxFpExupMwDz.jpg,Andie MacDowell,https://image.tmdb.org/t/p/w500/akeheO4i3cR1HpSU8yu9HrLcsKm.jpg,Peter Gallagher,https://image.tmdb.org/t/p/w500/4uHl6d9dmeeFygByOoHaD5BLR0W.jpg,James Spader,https://image.tmdb.org/t/p/w500/uET0mbf2bMkUXbRb1Oxi8Qjqcw3.jpg,https://image.tmdb.org/t/p/w500/pj1uKm07svgXZDHbYE8AzRfNHcu.jpg
palme_dor,Farewell My Concubine,Chen Kaige,https://image.tmdb.org/t/p/w500/knMuFWDYEKI38wLJQCr5rssyrbA.jpg,Leslie Cheung Kwok-Wing,https://image.tmdb.org/t/p/w500/6H8gTq1QCB0bD9CGDhrIJITiGVX.jpg,Zhang Fengyi,https://image.tmdb.org/t/p/w500/l3PtQzEU84l7B9XA6SitAGIIJqH.jpg,Gong Li,https://image.tmdb.org/t/p/w500/uP3Fs3QUsGBxhNqGFWMnN1Z2l8z.jpg,https://image.tmdb.org/t/p/w500/ySf9I93w6kJiaEb2T4zpoQjY8PR.jpg
palme_dor,The Piano,Jane Campion,https://image.tmdb.org/t/p/w500/zAkrfMl6m940Ja46ofWaM94gTNj.jpg,Holly Hunter,https://image.tmdb.org/t/p/w500/oNoFAi0AQXDP68tv7c7t5WjYioy.jpg,Harvey Keitel,https://image.tmdb.org/t/p/w500/7P30hza1neYWW3r7rSQOC736K2Z.jpg,Sam Neill,https://image.tmdb.org/t/p/w500/bNZ03phkLewj8eUR6mGbKZ7jtmv.jpg,https://image.tmdb.org/t/p/w500/rx8RKXn8OtuS6lqloYsjyrGOUp4.jpg
palme_dor,Pulp Fiction,Quentin Tarantino,https://image.tmdb.org/t/p/w500/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,John Travolta,https://image.tmdb.org/t/p/w500/eVWcevrvGLLqt9gkDMruqgLJPsp.jpg,Samuel L. Jackson,https://image.tmdb.org/t/p/w500/AiAYAqwpM5xmiFrAIeQvUXDCVvo.jpg,Uma Thurman,https://image.tmdb.org/t/p/w500/lg04iEqT6TC40H1jz10Z99OFMXx.jpg,https://image.tmdb.org/t/p/w500/jYqKxBbAUdfKq3BfHKivJytFiPL.jpg
palme_dor,Taste of Cherry,Abbas Kiarostami,https://image.tmdb.org/t/p/w500/aJtF31axFuu98BmMByFmlBs7Pxt.jpg,Homayoun Ershadi,https://image.tmdb.org/t/p/w500/xTcYfZJjn5aZEjp8SBHttkUIhMr.jpg,Abdolrahman Bagheri,https://image.tmdb.org/t/p/w500/AtFw5qprLGCcDK95SnBse9vyce5.jpg,Safar Ali Moradi,https://image.tmdb.org/t/p/w500/t9dTsZ9mctpeol4LgzpnT8lO00a.jpg,https://image.tmdb.org/t/p/w500/u6GYH4HyR0BVwpqFuTOc2g4KB1L.jpg
palme_dor,The Pianist,Roman Polanski,https://image.tmdb.org/t/p/w500/60UYC6apdoC8VBh62WCkZ2LPGPk.jpg,Adrien Brody,https://image.tmdb.org/t/p/w500/qBc7ahQrpVpcllaZ5hkivsOEb3C.jpg,Thomas Kretschmann,https://image.tmdb.org/t/p/w500/p1XYiekXjaUxHMztBALrez1Ud4J.jpg,Frank Finlay,https://image.tmdb.org/t/p/w500/fO7CYAaGydu9d3s5numYRi1BRvL.jpg,https://image.tmdb.org/t/p/w500/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg
palme_dor,"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,https://image.tmdb.org/t/p/w500/3ECIvZzvUw4DOdQj797BsqH3bRb.jpg,Anamaria Marinca,https://image.tmdb.org/t/p/w500/9AMasU3BbXfncjXkmKOSxoqJaCf.jpg,Laura Vasiliu,https://image.tmdb.org/t/p/w500/70HUF6hswKB8mkqIpomrGLd45al.jpg,Vlad Ivanov,https://image.tmdb.org/t/p/w500/mWEMgTQieGgvSzjtjx6UOm444hN.jpg,https://image.tmdb.org/t/p/w500/acEtvzFPeOQwbzRWncjRLenhnKV.jpg
palme_dor,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,https://image.tmdb.org/t/p/w500/zZyGqhaPNzeb88bHkYiCQHHXyhY.jpg,Thanapat Saisaymar,https://image.tmdb.org/t/p/w500/uN3R6NZBz0lHnrAqVcb0QMb89FY.jpg,Jenjira Pongpas,https://image.tmdb.org/t/p/w500/2ky0Ma8V198NQlHobOoOorrpDnl.jpg,Sakda Kaewbuadee,https://image.tmdb.org/t/p/w500/qg85QeQuUdK45dNBlYxy7HzUTnE.jpg,https://image.tmdb.org/t/p/w500/iZinYNVaBLg3pj4e8IXwvfXAtrI.jpg
palme_dor,Amour,Michael Haneke,https://image.tmdb.org/t/p/w500/9wDbsPQ5lu9A04FJ1pVi9y1dRjn.jpg,Jean-Louis Trintignant,https://image.tmdb.org/t/p/w500/5mn1drA8ch9KjMlSRNzAdFrRpGV.jpg,Emmanuelle Riva,https://image.tmdb.org/t/p/w500/dniG5pKshBGekaD36kNml5FDCba.jpg,Isabelle Huppert,https://image.tmdb.org/t/p/w500/pVF6MODn0Lpfx1WMdNPSoOOeWXP.jpg,https://image.tmdb.org/t/p/w500/19hyCudualHxCD0GrEngqsi0wBF.jpg
palme_dor,Blue Is the Warmest Colour,Abdellatif Kechiche,https://image.tmdb.org/t/p/w500/3blJf1ragOzMXtiWbxQ9dc23enm.jpg,Léa Seydoux,https://image.tmdb.org/t/p/w500/bAIvEBxYfENqgqbxz0Gz5C2Zh2b.jpg,Adèle Exarchopoulos,https://image.tmdb.org/t/p/w500/6gLztc2pVYc54LMRZntd7jRlKXO.jpg,Salim Kéchiouche,https://image.tmdb.org/t/p/w500/8SG1RTlxHUgiracjs9sMSyLCZ6V.jpg,https://image.tmdb.org/t/p/w500/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg
palme_dor,Dheepan,Jacques Audiard,https://image.tmdb.org/t/p/w500/dJ2XCySH5NKZTEEapYK3RaBtL61.jpg,Antonythasan Jesuthasan,https://image.tmdb.org/t/p/w500/awXSDRRPXXVBB1YRy5mtpC49Ooy.jpg,Kalieaswari Srinivasan,https://image.tmdb.org/t/p/w500/lnMHu0USWAkxrPPd2UohQtTCJkm.jpg,Claudine Vinasithamby,https://image.tmdb.org/t/p/w500/xjZDaCNQs7k1a5nYlcDWK8lZCKO.jpg,https://image.tmdb.org/t/p/w500/qNMjRNrIzvljInNLf3aLYZI3Ih4.jpg
palme_dor,The Square,Jehane Noujaim,https://image.tmdb.org/t/p/w500/tzuPRUermMYuUUfcdNrvGC2Eq70.jpg,Khalid Abdalla,https://image.tmdb.org/t/p/w500/iYRhheaol1T19Qy8a8pTIPk9COK.jpg,Dina Abd Allah,https://image.tmdb.org/t/p/w500/aDiHBw7zKOG6IiCOrd0flQthlG2.jpg,Dina Amer,https://image.tmdb.org/t/p/w500/fhaPOf3NdQErmNw9ISEZqme7mIh.jpg,https://image.tmdb.org/t/p/w500/fbhmYUTdRgnFvumVewTCLgbvYm9.jpg
palme_dor,Parasite,Bong Joon Ho,https://image.tmdb.org/t/p/w500/tKLJBqbdH6HFj2QxLA5o8Zk7IVs.jpg,Song Kang-ho,https://image.tmdb.org/t/p/w500/7dw9wIpFZ5nJZ3zqrue8t7hUUgQ.jpg,Lee Sun-kyun,https://image.tmdb.org/t/p/w500/nHFBbSFohzOUOvMxPVwe3Es2nJw.jpg,Cho Yeo-jeong,https://image.tmdb.org/t/p/w500/5MgWM8pkUiYkj9MEaEpO0Ir1FD9.jpg,https://image.tmdb.org/t/p/w500/mSi0gskYpmf1FbXngM37s2HppXh.jpg
palme_dor,Titane,Julia Ducournau,https://image.tmdb.org/t/p/w500/lA3u3VwZ65JIq1JWn8DnqvUUG7o.jpg,Vincent Lindon,https://image.tmdb.org/t/p/w500/tjRKMKfsIH7MrqtN7cMPIZubSXa.jpg,Agathe Rousselle,https://image.tmdb.org/t/p/w500/xVeismLfDnAnM6dh2Nwh6s7fzon.jpg,Garance Marillier,https://image.tmdb.org/t/p/w500/gPIOhXZDUYE8wDbL5s12H7i6uzK.jpg,https://image.tmdb.org/t/p/w500/AeQC4gFwkIvjAwnSd2RPAlgs1VE.jpg
palme_dor,Triangle of Sadness,Ruben Östlund,https://image.tmdb.org/t/p/w500/o4SdiMI5CyF1BrYL9aUhRQl58Xw.jpg,Harris Dickinson,https://image.tmdb.org/t/p/w500/pqqnYWWHa3Va80EXofXrVlRqIDM.jpg,Charlbi Dean,https://image.tmdb.org/t/p/w500/bdWguLfrKPfRVIFvEOsVNMdeqw9.jpg,Woody Harrelson,https://image.tmdb.org/t/p/w500/igxYDQBbTEdAqaJxaW6ffqswmUU.jpg,https://image.tmdb.org/t/p/w500/k9eLozCgCed5FGTSdHu0bBElAV8.jpg
palme_dor,Anatomy of a Fall,Justine Triet,https://image.tmdb.org/t/p/w500/mOn5lo038i8vw6qqJTwKw35KCL7.jpg,Sandra Hüller,https://image.tmdb.org/t/p/w500/t7wGqC2dRwTEnt9Fk5pxQ0uXTqs.jpg,Swann Arlaud,https://image.tmdb.org/t/p/w500/38iX2NHO7pMdQH1ygoGEJ8E82WV.jpg,Milo Machado-Graner,https://image.tmdb.org/t/p/w500/wdpeIXaFvSSAJq88dv6Ofzgscd7.jpg,https://image.tmdb.org/t/p/w500/kQs6keheMwCxJxrzV83VUwFtHkB.jpg
golden_globe,1917,Sam Mendes,https://image.tmdb.org/t/p/w500/5z89X9rB76JDblqMQ52fviwXxAN.jpg,George MacKay,https://image.tmdb.org/t/p/w500/xROmV7s8QtAIfhTUPhVl7qB0H2z.jpg,Dean-Charles Chapman,https://image.tmdb.org/t/p/w500/xIVxI2ECxxN5J2XNkHPjRax0IHc.jpg,Mark Strong,https://image.tmdb.org/t/p/w500/pw6AvwaBbr44Nje9JQMBBwhchiu.jpg,https://image.tmdb.org/t/p/w500/iZf0KyrE25z1sage4SYFLCCrMi9.jpg
golden_globe,Joker,Todd Phillips,https://image.tmdb.org/t/p/w500/A6FPht87DiqXzp456WjakLi2AtP.jpg,Joaquin Phoenix,https://image.tmdb.org/t/p/w500/u38k3hQBDwNX0VA22aQceDp9Iyv.jpg,Robert De Niro,https://image.tmdb.org/t/p/w500/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,Zazie Beetz,https://image.tmdb.org/t/p/w500/ijrT4pvALvxU0gphea4YxDnDh6e.jpg,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
golden_globe,Joker,Todd Phillips,https://image.tmdb.org/t/p/w500/A6FPht87DiqXzp456WjakLi2AtP.jpg,Joaquin Phoenix,https://image.tmdb.org/t/p/w500/u38k3hQBDwNX0VA22aQceDp9Iyv.jpg,Robert De Niro,https://image.tmdb.org/t/p/w500/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,Zazie Beetz,https://image.tmdb.org/t/p/w500/ijrT4pvALvxU0gphea4YxDnDh6e.jpg,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
