title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Asyl: Park and Love Hotel",movie,Drama,2007,tt1188677,7.2,100,
"2-Headed Shark Attack",movie,"Action, Adventure, Comedy",2012,tt2043757,2.5,7579,
"Absolutely Anything",movie,"Comedy, Sci-Fi",2015,tt1727770,6,50665,
"Rockman. EXE: The Program of Light and Darkness",movie,"Action, Animation",2005,tt0961185,7.1,70,
"Terminator Genisys",movie,"Action, Adventure, Sci-Fi",2015,tt1340138,6.3,298675,
Riddick,movie,"Action, Adventure, Sci-Fi",2013,tt1411250,6.4,181728,
"Mondo Cane 2",movie,"Documentary, Horror",1963,tt0058365,5.7,1029,
"Soft Machine: Legacy",movie,"Music, Documentary",2006,,,,
"Cruel Story of Youth",movie,"Crime, Drama",1960,tt0054286,6.9,2619,
"Heroes Two",movie,"Action, Drama, History",1974,tt0070051,6.4,626,
"The Professor and His Beloved Equation",movie,"Drama, Family, Romance",2006,tt0498505,7.3,902,
"Nameless Gangster: Rules of the Time",movie,"Action, Crime, Drama",2012,tt2082221,7,7567,
"Ring of Curse",movie,Horror,2011,tt1989511,6.2,353,
"Late Autumn",movie,"Drama, Romance",2010,tt1542482,6.8,2285,
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1877,
"Intimate Stranger",movie,Thriller,1991,tt0104519,5.4,421,
"Insidious: Chapter 2",movie,"Horror, Mystery, Thriller",2013,tt2226417,6.6,194544,
"Ace Attorney",movie,"Comedy, Crime, Drama",2012,tt1891974,6.5,3121,
"Romeo & Juliet",movie,"Drama, Romance",2013,tt1645131,5.8,12901,
"Return of the Sister Street Fighter",movie,"Action, Crime",1975,tt0196100,6.2,477,
"Sister Street Fighter: Fifth Level Fist",movie,"Action, Crime",1976,tt0227197,5.6,394,
"Cops vs. Thugs",movie,"Action, Crime",1975,tt0073234,7.2,1015,
"Hokuriku Proxy War",movie,"Action, Crime, Drama",1977,tt0076148,7,216,
"The Detective Is in the Bar",movie,Drama,2011,tt1860318,6.3,408,
"No More Cry",movie,"Comedy, Drama",2009,tt1535464,6.3,144,
"The Game Is Over",movie,Drama,1966,tt0060271,5.8,664,
"Strawberry Shortcakes",movie,Drama,2006,tt0872020,7,816,
"Mitsuko Delivers",movie,Comedy,2011,tt1897941,6.2,218,
"Shanghai Grand",movie,"Action, Crime, Thriller",1996,tt0117619,6.6,989,
"Thomas & Friends: Hero of the Rails",movie,"Action, Adventure, Animation",2009,tt1474918,6.6,451,
"Despicable Me 2",movie,"Adventure, Animation, Comedy",2013,tt1690953,7.3,440225,
"Thomas & Friends: The Great Discovery - The Movie",movie,"Animation, Family",2008,tt1371126,6.8,449,
Rebirth,movie,Drama,2011,tt1727825,7.2,901,
"How to Become Myself",movie,Drama,2007,tt0991183,6.3,332,
"One Fine Spring Day",movie,"Drama, Romance",2001,tt0295192,7,1920,
"Green Fish",movie,"Crime, Drama",1997,tt0126838,7,2276,
"Bunny Drop",movie,"Comedy, Drama",2011,tt1672214,7.1,1916,
"Sing, Salmon, Sing!",movie,"Comedy, Music",2008,tt1188474,6.4,108,
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,529484,
"Would You Rather",movie,"Horror, Thriller",2012,tt1999995,5.7,47227,
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,328170,
"Digimon Adventure",movie,"Action, Adventure, Animation",1999,tt2049430,7.5,1148,
"Digimon Adventure 02: Hurricane Touchdown!! The Golden Digimentals",movie,"Adventure, Animation, Fantasy",2000,tt1291055,6.5,601,
"The Samaritan",movie,"Crime, Drama, Thriller",2012,tt1867093,5.6,10376,
"Broken City",movie,"Action, Crime, Drama",2013,tt1235522,6.1,84600,
"Teenage Mutant Ninja Turtles",movie,"Action, Adventure, Comedy",2014,tt1291150,5.8,224274,
"Chinese Zodiac",movie,"Action, Adventure, Comedy",2012,tt1424310,6,25162,
Himizu,movie,"Crime, Drama, Mystery",2011,tt1900893,7,4940,
"A Town of Love and Hope",movie,Drama,1959,tt0052540,7.1,626,
Helpless,movie,Crime,1996,tt0116515,6.2,313,
"A Pierrot",movie,Drama,2009,tt1427241,6.8,465,
"Daughter of the Nile",movie,"Crime, Drama",1987,tt0093633,7,1276,
"Madness in Bloom",movie,"Action, Adventure, Drama",2002,tt0369641,6.5,189,
Undo,movie,"Drama, Romance",1994,tt0111555,6.6,866,
"Gonza the Spearman",movie,Drama,1986,tt0091136,7,441,
"Dead Man Down",movie,"Action, Adventure, Crime",2013,tt2101341,6.4,70900,
"Sundance Cassidy and Butch the Kid",movie,"Action, Comedy, Western",1969,tt0065185,5.3,467,
"Sergeant Keroro the Super Movie",movie,"Animation, Comedy, Sci-Fi",2006,tt0781012,6.3,156,
"The Sea and Poison",movie,Drama,1986,tt0092128,7.4,346,
Nude,movie,"Biography, Drama",2010,tt1660399,4.9,312,
"Ultraman Zero: The Revenge of Belial",movie,"Action, Sci-Fi",2010,tt1682376,7,246,
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,193314,
"In Another Country",movie,Drama,2012,tt1989712,6.4,3585,
"Serpent's Path",movie,"Crime, Drama, Thriller",1998,tt0241588,7,1046,
"11.25: The Day He Chose His Own Fate",movie,"Biography, Drama",2012,tt1728686,6.1,260,
"Robinson's Garden",movie,Drama,1987,tt0095999,6.3,179,
"Helter Skelter",movie,"Crime, Drama, Horror",2012,tt2147319,6.4,3802,
"ATM: Er Rak Error",movie,"Comedy, Romance",2012,tt2191394,7.1,2660,
"Dog × Police: The K-9 Force",movie,Drama,2011,tt1833676,6.1,131,
"Kêtai deka 3 the movie: Môningu musume. kyuushutsu daisakusen! - Pandora no hako no himitsu",movie,Action,2011,tt1748067,5,13,
"Chasing My Girl",movie,Comedy,2009,tt1418709,5.4,76,
"In the City of Dawn",movie,"Drama, Romance",2011,tt1831833,5.4,101,
Non-Stop,movie,"Action, Comedy, Crime",1996,tt0116015,6.8,944,
"Immortal Love",movie,"Drama, Romance",1961,tt0054845,7.3,651,
"Nana et Kaoru",movie,"Drama, Romance",2011,tt1846673,5.1,195,
"The Chef of South Polar",movie,"Comedy, Drama",2009,tt1345728,7,1591,
"Kaiji 2: The Ultimate Gambler",movie,Drama,2011,tt1904937,6.3,1112,
Wasao,movie,Drama,2011,tt1720290,5.7,123,
"Machete Kills",movie,"Action, Comedy, Crime",2013,tt2002718,5.6,83735,
"Architecture 101",movie,"Drama, Romance",2012,tt2337981,7.2,4326,
"Blackmail Is My Life",movie,"Action, Crime",1968,tt0063205,6.8,406,
"The Triple Cross",movie,"Action, Crime, Drama",1992,tt0135477,6.5,340,
Onimasa,movie,Drama,1982,tt0163777,6.9,596,
"Escape Plan",movie,"Action, Thriller",2013,tt1211956,6.7,263539,
"Games Gamblers Play",movie,Comedy,1974,tt0071588,6.4,282,
"The Face of Jizo",movie,Drama,2004,tt0419634,7.2,254,
"Three Resurrected Drunkards",movie,Comedy,1968,tt0063169,6.4,732,
"Kamen Rider Movie War 2010: Kamen Rider vs. Kamen Rider W & Decade",movie,"Action, Adventure, Fantasy",2009,tt1556175,6.7,246,
"Children of the Dark",movie,"Crime, Drama, Thriller",2008,tt1221151,6.4,266,
"Mother Water",movie,Comedy,2010,tt1634034,6.1,105,
"St. John's Wort",movie,"Horror, Mystery, Thriller",2001,tt0293478,4.6,1164,
"The Outlaw",movie,"Crime, Mystery, Thriller",2010,tt1760984,5.4,235,
"Night and Fog in Japan",movie,Drama,1960,tt0054122,6.8,903,
"Body Temperature",movie,"Drama, Romance",2011,tt2073540,5.3,19,
"The Canyons",movie,"Drama, Thriller",2013,tt2292959,3.8,12242,
"Only on Mondays",movie,Drama,1964,tt0322399,6.7,215,
"A Yell from Heaven",movie,Drama,2011,tt1744576,6.5,106,
Snowpiercer,movie,"Action, Sci-Fi, Thriller",2013,tt1706620,7.1,401981,
"Wolf Children",movie,"Animation, Drama, Family",2012,tt2140203,8.1,51537,
"For Love's Sake",movie,"Action, Comedy, Musical",2012,tt1980033,6.4,818,
"Heaven's Bookstore",movie,"Drama, Romance",2004,tt0423360,6.5,377,
"Love Collage",movie,"Comedy, Drama, Romance",2003,tt0370425,6.3,525,
"The Body",movie,"Crime, Drama, Mystery",2012,tt1937149,7.6,75283,
Adore,movie,"Drama, Romance",2013,tt2103267,6.2,37558,
"Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven",movie,"Action, Animation, Drama",2006,tt1024214,8.3,3422,
"The Pact",movie,"Horror, Mystery, Thriller",2012,tt2040560,5.7,25680,
"The Sun's Burial",movie,"Crime, Drama",1960,tt0054366,6.9,1040,
"Suite Pretty Cure: Torimodose! Kokoro ga Tsunagu Kiseki no Melody!",movie,"Action, Adventure, Animation",2011,tt2089672,5.9,20,
"She Was Like a Wild Chrysanthemum",movie,"Drama, Romance",1955,tt0048429,7.5,493,
Clown,movie,"Horror, Thriller",2014,tt1780798,5.7,27626,
"Sergeant Keroro the Super Movie 3: Keroro vs. Keroro Great Sky Duel De Arimasu!",movie,"Animation, Comedy, Family",2008,tt1196128,6.4,92,
"Nonchan noriben",movie,"Comedy, Drama",2009,tt1285312,6.6,98,
"East Meets West",movie,"Action, Western",1995,tt0112924,5.8,168,
Oar,movie,Drama,1985,tt0202936,7.2,152,
"Heat Wave",movie,"Crime, Drama",1991,tt0309754,6.5,320,
Paranoia,movie,"Drama, Thriller",2013,tt1413495,5.6,39806,
"Rise Up: Raizu appu",movie,"Drama, Romance",2009,tt1548626,4.7,32,
"Zero Focus",movie,"Crime, Drama, Mystery",1961,tt0227858,7,775,
"A Yakuza in Love",movie,"Crime, Drama",1997,tt0143346,6.3,125,
Paddington,movie,"Adventure, Comedy, Family",2014,tt1109624,7.3,143891,
"Crazy Desire",movie,"Comedy, Drama, Romance",1962,tt0056665,6.8,572,
Vampire,movie,"Drama, Horror, Thriller",2011,tt1624996,5.2,1890,
Rent-a-Cat,movie,"Comedy, Drama",2012,tt2246953,6.9,2247,
"Midnight Eagle",movie,Action,2007,tt0997167,4.5,154,
"Helen the Baby Fox",movie,"Drama, Family",2006,tt0808336,6.8,242,
Epic,movie,"Action, Adventure, Animation",2013,tt0848537,6.6,111716,
"The Internship",movie,Comedy,2013,tt2234155,6.3,218763,
"Dragon Ball: Mystical Adventure",movie,"Action, Adventure, Animation",1988,tt0142248,6.8,2886,
"A Fugitive from the Past",movie,"Crime, Drama, Mystery",1965,tt0279901,7.9,1407,
"Demon Pond",movie,Fantasy,1979,tt0079041,7.1,786,
"Olympus Has Fallen",movie,"Action, Thriller",2013,tt2302755,6.5,298736,
"Free and Easy 12: Biggest Paid Vacation in History",movie,Comedy,2001,tt0328572,5.5,23,
"Maicchingu Machiko! Biginzu",movie,Comedy,2005,tt1080736,,,
"Sayonara Midori-chan",movie,Romance,2005,tt0491136,6.8,57,
"Free and Easy 19",movie,Comedy,2008,tt1233534,6.4,21,
"Inazuma Eleven: The Movie",movie,"Animation, Sport",2010,tt1794796,6.9,442,
"A Muse",movie,"Drama, Romance",2012,tt2390253,6.6,2794,
"English Vinglish",movie,"Comedy, Drama, Family",2012,tt2181931,7.8,40541,
"Maximum Conviction",movie,"Action, Thriller",2012,tt2119474,4.7,7496,
"Love on the Quiet",movie,Comedy,1985,tt0088715,5.9,400,
"Ultraman Mebius & Ultra Brothers",movie,"Action, Fantasy, Sci-Fi",2006,tt0999922,7.2,235,
"And Then",movie,Drama,1985,tt0091989,7.2,399,
"After School Midnighters",movie,"Animation, Comedy, Family",2012,tt2332523,5.9,119,
Bait,movie,"Action, Fantasy, Horror",2012,tt1438173,5.2,20274,
Parker,movie,"Action, Crime, Thriller",2013,tt1904996,6.2,132202,
"Dawn of the Planet of the Apes",movie,"Action, Adventure, Drama",2014,tt2103281,7.6,497244,
"Village of Eight Gravestones",movie,"Horror, Mystery, Thriller",1977,tt0204745,6.5,427,
"Precure All Stars New Stage Movie: Friends of the Future",movie,"Action, Adventure, Animation",2012,tt2368783,7.1,137,
"Yes! Pretty Cure 5 GoGo!: Okashi no Kuni no Happy Birthday!",movie,"Action, Adventure, Animation",2008,tt1319629,6.8,38,
"The Grand Budapest Hotel",movie,"Adventure, Comedy, Crime",2014,tt2278388,8.1,917351,
"K-On! The Movie",movie,"Adventure, Animation, Comedy",2011,tt1909796,7.7,2444,
"Always: Sunset on Third Street '64",movie,"Comedy, Drama, Family",2012,tt1823067,7.1,775,
"Great Expectations",movie,"Drama, Romance",2012,tt1836808,6.3,13933,
"Life Back Then",movie,Drama,2011,tt1848784,6.1,145,
"Tai Chi Zero",movie,"Action, Adventure, Drama",2012,tt1981080,6,5325,
"Stand Up Guys",movie,"Comedy, Crime, Thriller",2012,tt1389096,6.4,58565,
"Assassin's Creed",movie,"Action, Adventure, Sci-Fi",2016,tt2094766,5.6,212720,
Sada,movie,"Biography, Drama",1998,tt0144589,6.8,421,
"The Stairway to the Distant Past",movie,"Drama, Mystery",1995,tt0109991,6.8,236,
"The Woodsman and the Rain",movie,"Comedy, Drama",2011,tt1867566,7.1,1013,
"Mardock Scramble: The Third Exhaust",movie,"Action, Animation, Drama",2012,tt2423504,6.4,879,
"Tange Sazen: Hyakuman ryo no tsubo",movie,Drama,2004,tt0486212,6.6,46,
Pieta,movie,"Crime, Drama, Thriller",2012,tt2299842,7.1,16206,
"The Mortal Instruments: City of Bones",movie,"Action, Adventure, Fantasy",2013,tt1538403,5.8,140641,
"Panda Kopanda Rainy Day Circus",movie,"Animation, Family, Short",1973,tt0070505,6.7,1149,
"The Thieves",movie,"Action, Comedy, Crime",2012,tt2330866,6.8,11913,
"The Living Skeleton",movie,Horror,1968,tt0203635,6.3,864,
"Painted Skin: The Resurrection",movie,"Fantasy, Mystery, Romance",2012,tt2371411,6.1,3749,
"Afro Tanaka",movie,Comedy,2012,tt1910496,6.2,254,
"The Legend of Love & Sincerity: Conclusion",movie,Drama,1976,tt1703009,,,
"The Legend of Love & Sincerity",movie,Drama,1974,tt1703008,5.4,11,
Genocide,movie,"Horror, Sci-Fi",1968,tt0063195,4.7,787,
"Free and Easy 13: Hama-chan in Crisis!",movie,"Comedy, Drama",2002,tt0371997,6.1,20,
"Free and Easy 14: Pilgrimage Panic!",movie,"Comedy, Drama",2003,tt0417215,6.9,14,
"Yakuza Ladies",movie,Crime,1986,tt0225881,6.3,231,
"Ojôsan kanpai",movie,"Comedy, Romance",1949,tt0041713,7,309,
"A Tale of Mari and Three Puppies",movie,Drama,2007,tt1921012,7.3,340,
Brother,movie,Drama,1960,tt0054151,6.9,495,
"Muddy River",movie,Drama,1981,tt0082280,7.8,1093,
"Carmen Comes Home",movie,Comedy,1951,tt0043699,6.5,740,
"Tora-san, Our Lovable Tramp",movie,"Comedy, Drama, Romance",1969,tt0064777,6.9,604,
"A Hen in the Wind",movie,Drama,1948,tt0040505,7.4,1934,
"Death Laid an Egg",movie,"Horror, Thriller",1968,tt0061994,5.9,1868,
"Oh, My Buddha!",movie,Comedy,2009,tt1267327,6.5,128,
"Dragon Ball Z: Battle of Gods",movie,"Action, Adventure, Animation",2013,tt2263944,7.1,30670,
"The Egoists",movie,Drama,2011,tt1763236,5.7,99,
"Stand Strong",movie,"Drama, Family",2011,tt2053436,6.2,113,
Disconnect,movie,"Crime, Drama, Mystery",2012,tt1433811,7.5,78910,
"The Shogun Assassins",movie,"Action, Drama",1979,tt0165218,6.6,173,
"Strangers in the City",movie,Drama,2010,tt1534078,5.3,23,
"The Discarnates",movie,"Drama, Fantasy",1988,tt0125217,7.1,570,
"The Millennial Rapture",movie,Drama,2012,tt2095764,6.5,100,
Hells,movie,"Adventure, Animation, Comedy",2008,tt1313120,6.3,470,
"Chronicle of My Mother",movie,Drama,2011,tt1818443,7.3,512,
"Inujini sesi mono",movie,"Action, Drama",1986,tt0216836,5.6,30,
"Free and Easy",movie,Comedy,1988,tt0203174,7,69,
"The Legend of Love & Sincerity: Continuation",movie,Drama,1975,tt1703173,,,
Another,movie,"Horror, Mystery",2012,tt1891747,5.4,929,
"South Bound",movie,"Comedy, Drama",2007,tt1073545,5.6,79,
"Morning for the Osone Family",movie,Drama,1946,tt0038810,6.9,366,
"Code Name: Geronimo",movie,"Action, Crime, Drama",2012,tt2095605,5.7,11300,
"Hard Romanticker",movie,Drama,2011,tt1924283,5.9,313,
"Romance of Their Own",movie,"Action, Drama, Romance",2004,tt0416073,6.2,971,
"The Grand Heist",movie,"Action, Comedy, History",2012,tt2448584,6.2,994,
Postcard,movie,"Drama, Romance, War",2010,tt1641397,7,272,
"Miss Conspirator",movie,"Action, Comedy",2012,tt2384794,5.3,237,
"A Company Man",movie,"Action, Crime, Drama",2012,tt2371486,6.6,6693,
"Young Gun in the Time",movie,"Action, Comedy, Crime",2012,tt2677710,7.4,87,
"Why Don't You Play in Hell?",movie,"Action, Comedy, Horror",2013,tt2409302,7.1,9246,
"Project A-Ko 2: Plot of the Daitokuji Financial Group",movie,"Animation, Comedy, Sci-Fi",1987,tt0093792,6.4,341,
"Project A-Ko 3: Cinderella Rhapsody",movie,"Animation, Comedy, Sci-Fi",1988,tt0095914,6.2,265,
"Project A-Ko 4: Final",movie,"Animation, Comedy, Sci-Fi",1989,tt0159677,6.3,220,
"Jurassic World",movie,"Action, Adventure, Sci-Fi",2015,tt0369610,6.9,696821,
"Fairy Tail: The Phoenix Priestess",movie,"Action, Adventure, Animation",2012,tt2085795,7,2528,
"The Samurai That Night",movie,Drama,2012,tt2282973,6.1,167,
"Last Vegas",movie,Comedy,2013,tt1204975,6.6,138223,
"Jack Ryan: Shadow Recruit",movie,"Action, Drama, Thriller",2014,tt1205537,6.2,140128,
"The Demon",movie,"Crime, Drama",1978,tt0202434,7.4,1058,
"Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals",movie,"Action, Adventure, Fantasy",2011,tt1988166,5.8,115,
"Fafner: Heaven and Earth",movie,"Action, Animation, Drama",2010,tt1794963,6.3,99,
"Mother Vengeance",movie,"Crime, Drama, Thriller",2012,tt2420824,5.8,366,
"Farewell Kamen Rider Den-O: Final Countdown",movie,"Action, Adventure, Comedy",2008,tt1301995,6.7,134,
"The Expendables 3",movie,"Action, Adventure, Comedy",2014,tt2333784,6.1,200371,
"Don Jon",movie,"Comedy, Drama, Romance",2013,tt2229499,6.5,250589,
"I Am a King",movie,"Comedy, Drama, History",2012,tt2617852,5.8,306,
"The Drudgery Train",movie,"Comedy, Drama",2012,tt2127305,6.8,463,
Basements,movie,"Crime, Drama, Mystery",1987,tt0092620,5.5,292,
"A Tale of Ululu's Wonderful Forest",movie,Drama,2009,tt1535420,6.7,28,
"Heaven's Story",movie,Drama,2010,tt1685536,7.3,167,
"Ultraman Saga",movie,"Action, Sci-Fi",2012,tt2109245,6.3,220,
"Confession of Murder",movie,"Action, Crime, Mystery",2012,tt2468774,7,12268,
"Miffy the Movie",movie,"Animation, Family, Music",2013,tt1690991,5.9,153,
"The Peach Tree",movie,"Drama, Romance",2011,tt2086812,5.8,158,
"Sadako 3D",movie,Horror,2012,tt1844025,3.7,1872,
Alienate,movie,"Drama, Horror, Sci-Fi",2016,tt2324928,2.7,917,
"The Foreign Duck, the Native Duck and God in a Coin Locker",movie,Drama,2007,tt0997138,7.1,1046,
"Justice League",movie,"Action, Adventure, Fantasy",2017,tt0974015,6,489124,
Lover,movie,"Drama, Romance",2005,tt0492533,5.7,1177,
"Ghost Sweepers",movie,"Adventure, Comedy, Fantasy",2012,tt2441806,5.7,369,
"Free and Easy 20: Final",movie,Comedy,2009,tt1413869,6.2,19,
"Captive Files III",movie,"Drama, Horror",2004,tt0472904,4.5,12,
"Scenery to Remember",movie,Drama,2008,tt1313148,4.7,47,
"Okan no yomeiri",movie,Drama,2010,tt1587234,6.3,79,
"The Corruption",movie,"Drama, Romance",1986,tt0090763,5.5,683,
Homework,movie,"Crime, Documentary, Drama",1989,tt0097843,7.8,2129,
"Dark Skies",movie,"Horror, Sci-Fi, Thriller",2013,tt2387433,6.3,81740,
"Monsters: Dark Continent",movie,"Action, Drama, Sci-Fi",2014,tt1935302,4.3,11424,
"Yawara! Sore yuke koshinuke kizzu!",movie,"Animation, Comedy, Sport",1992,tt0161107,6.7,49,
"Triple 9",movie,"Action, Crime, Drama",2016,tt1712261,6.3,79302,
Getaway,movie,"Action, Thriller",2013,tt2167202,4.4,25553,
"Genji monogatari: Sennen no nazo",movie,"Drama, Fantasy",2011,tt1705064,6.1,180,
"Maria Bamford: The Special Special Special!",movie,Comedy,2012,tt2546038,6.8,617,
"Triads: The Inside Story",movie,"Crime, Drama",1989,tt0098667,5.9,327,
Dive!!,movie,Drama,2008,tt1258195,6.7,217,
Crossroads,movie,Drama,2011,tt1842448,4.8,86,
"Tai Chi Hero",movie,"Action, Adventure, Fantasy",2012,tt2296404,6.1,3724,
"The Letters",movie,Drama,2006,tt0882809,6.8,438,
"Futari wa Pretty Cure Max Heart: The Movie",movie,"Action, Adventure, Animation",2005,tt1345460,6.2,41,
"Futari Wa Pretty Cure Max Heart the Movie 2: Friends of the Snow-Laden Sky",movie,"Action, Adventure, Animation",2005,tt0498493,6.8,44,
"Futari wa Pretty Cure Splash Star Tick Tack Kiki Ippatsu!",movie,"Action, Adventure, Animation",2006,tt31381330,,,
"Inside Out",movie,"Adventure, Animation, Comedy",2015,tt2096673,8.1,855249,
Chips,movie,"Comedy, Drama",2012,tt2011351,6.8,224,
"Ronin Gai",movie,"Action, Drama",1990,tt0308827,6.6,595,
Phoenix,movie,"Drama, Romance",1947,tt0039406,6.7,142,
Tracked,movie,"Crime, Drama",1985,tt0204716,6.5,223,
Phantom,movie,"Drama, History, Thriller",2013,tt1922685,5.9,15412,
"Toilet and Women",movie,Drama,2012,tt2330829,4.7,56,
"Ain't Them Bodies Saints",movie,"Crime, Drama, Romance",2013,tt2388637,6.4,23266,
"Hotaru the Movie: It's Only a Little Light in My Life",movie,"Drama, Romance",2012,tt2013233,5.7,331,
"The Past",movie,"Drama, Mystery",2013,tt2404461,7.7,51619,
"The Portrait",movie,Drama,1948,tt0040782,6.7,191,
"Frankenstein's Army",movie,"Horror, Sci-Fi",2013,tt1925435,5.4,9506,
"The Complex",movie,"Drama, Fantasy, Horror",2013,tt2493466,5.1,1311,
"It Felt Like Love",movie,Drama,2013,tt2328922,5.8,2963,
"Family X",movie,Drama,2010,tt1647356,6.7,38,
"The Rambling Guitarist",movie,Crime,1959,tt0270394,6.4,234,
"Tone-Deaf Clinic",movie,"Comedy, Romance",2012,tt3087696,5.4,108,
"Mahjong Horoki",movie,Drama,1984,tt0165376,7.1,91,
"Lady Kasuga",movie,"Drama, History",1990,tt0359520,6.9,29,
Persona,movie,"Fantasy, Mystery",2000,tt0255293,5.2,189,
"Saiyuki: Requiem - The Motion Picture",movie,"Action, Adventure, Animation",2001,tt0877335,7,95,
"Farewell to the Land",movie,Drama,1982,tt0133192,6.9,167,
Interstellar,movie,"Adventure, Drama, Sci-Fi",2014,tt0816692,8.7,2283998,
"She Made Them Do It",movie,"Crime, Drama",2013,tt2336846,6.2,1783,
"Lovers Lost",movie,"Drama, Romance",1982,tt0322118,6.4,189,
"The Zero Theorem",movie,"Comedy, Drama, Fantasy",2013,tt2333804,6,50497,
"A Most Wanted Man",movie,"Crime, Drama, Thriller",2014,tt1972571,6.7,82105,
Collision,movie,"Action, Romance, Thriller",2013,tt1680123,5.9,3545,
"Castle Under Fiery Skies",movie,"Drama, History",2009,tt1467269,6.5,146,
"Kamen Rider Ryuki: Episode Final",movie,"Action, Drama, Fantasy",2002,tt0482364,7,210,
"Codename: Jackal",movie,"Action, Comedy",2012,tt2652756,5.2,573,
Aegis,movie,"Action, Drama, Thriller",2005,tt0457643,5.5,306,
"A Road Stained Crimson",movie,Drama,2012,tt2378077,4.8,24,
